name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,
Y. Özcan LB CB,17,63,77,"Kasımpaşa
2022 ~ 2026",271362,"185cm / 6'1""",75kg / 165lbs,Left,66,CB,14,€1M,€500,€2.6M,211,47,25,60,57,22,217,52,40,20,47,58,303,63,67,62,58,53,297,62,67,69,64,35,242,70,63,38,28,43,58,194,66,65,63,45,7,13,6,11,8,1509,332,1,65,36,45,55,64,
K. Etta Eyong CDM CM,19,63,78,"Cádiz
2022 ~ 2025",271414,"181cm / 5'11""",75kg / 165lbs,Right,65,CB,15,€1.1M,€3K,€3M,216,43,33,43,64,33,241,51,30,39,56,65,309,63,64,58,51,73,281,64,59,45,72,41,263,66,63,40,56,38,54,204,69,65,70,55,14,12,10,8,11,1569,343,1,64,41,54,57,64,
Y. Medina LM LWB LW,18,66,80,"Independiente del Valle
2022 ~ 2025",271417,"175cm / 5'9""",70kg / 154lbs,Left,67,LM,14,€2M,€500,€5.7M,266,62,60,41,62,41,293,59,55,61,56,62,402,91,91,77,68,75,286,58,61,68,53,46,282,55,57,63,59,48,46,171,59,55,57,61,14,8,13,11,15,1761,381,1,91,55,60,62,55,
C. Ward CAM,19,55,64,"Wycombe Wanderers
2022 ~ 2024",271429,"178cm / 5'10""",66kg / 146lbs,Right,58,RM,9,€275K,€1K,€536K,255,51,51,58,55,40,270,55,53,55,53,54,325,69,71,60,51,74,300,60,66,58,60,56,238,31,49,50,56,52,56,152,51,53,48,59,12,11,10,13,13,1599,339,1,70,53,54,56,52,
J. Williams RB RWB,20,61,70,"Birmingham City
2021 ~ 2024",271462,"182cm / 6'0""",73kg / 161lbs,Right,61,RB,9,€675K,€2K,€1.4M,249,59,44,50,56,40,256,57,56,41,47,55,342,74,82,66,57,63,274,48,65,58,60,43,266,62,55,54,50,45,52,171,55,59,57,45,10,9,7,6,13,1603,349,1,78,45,53,57,56,
J. Louis-Jean RB LB,19,61,71,"Bordeaux
2022 ~ 2025",271497,"175cm / 5'9""",66kg / 146lbs,Right,61,RB,10,€675K,€800,€1.4M,207,46,28,50,57,26,234,57,44,30,49,54,327,72,67,57,57,74,210,23,55,63,47,22,251,59,58,48,45,41,46,185,60,64,61,41,12,6,8,6,9,1455,315,1,69,27,49,56,60,
V. Vanat ST,21,71,81,"Dynamo Kyiv
2021 ~ 2025",271541,"182cm / 6'0""",69kg / 152lbs,Left,73,ST,10,€4.2M,€550,€10.1M,306,43,75,60,69,59,270,71,35,50,51,63,364,78,79,72,72,63,335,69,73,66,61,66,295,66,20,80,63,66,58,62,19,23,20,58,13,14,9,9,13,1690,364,1,79,71,57,68,25,
R. Cleary ST,19,60,76,"West Bromwich Albion
2022 ~ 2024",271560,"185cm / 6'1""",74kg / 163lbs,Right,62,ST,16,€650K,€4K,€1.6M,255,37,60,56,49,53,255,56,56,54,31,58,340,73,75,65,58,69,325,61,74,67,71,52,226,35,28,57,47,59,53,73,25,27,21,41,7,6,9,9,10,1515,326,1,74,58,44,58,29,
J. Rooney CB RB,19,62,72,"Derby County
2022 ~ 2026",271566,"188cm / 6'2""",78kg / 172lbs,Right,64,CB,10,€800K,€1K,€1.6M,249,44,42,63,62,38,275,58,50,44,60,63,304,63,65,58,54,64,295,42,72,70,71,40,234,54,57,42,47,34,68,185,60,63,62,44,10,10,12,6,6,1586,347,1,64,41,54,60,61,
C. Medina CAM,16,59,80,"San Jose Earthquakes
2022 ~ 2024",271567,"170cm / 5'7""",61kg / 134lbs,Right,61,CAM,21,€700K,€500,€1.8M,219,37,45,35,66,36,265,67,42,41,60,55,299,55,67,52,45,80,226,58,31,47,35,55,240,45,24,60,66,45,50,139,34,55,50,54,13,13,9,6,13,1442,310,1,62,50,57,61,40,
E. Tezgel ST,17,56,79,"Milton Keynes Dons
Jun 30, 2024 On loan",271626,"182cm / 6'0""",72kg / 159lbs,Right,58,ST,23,€450K,€950,€0,243,33,61,54,46,49,228,56,47,40,29,56,307,64,71,56,52,64,264,58,51,51,47,57,209,44,10,54,43,58,51,46,19,13,14,54,14,9,7,14,10,1351,289,1,68,59,40,56,18,
M. Milovanović ST,19,68,78,"Almería
2022 ~ 2028",271683,"196cm / 6'5""",85kg / 187lbs,Right,70,ST,10,€2.6M,€7K,€6M,290,35,72,68,59,56,288,70,50,51,50,67,292,60,64,59,67,42,353,76,76,58,79,64,247,49,23,65,50,60,48,68,20,22,26,51,11,8,15,7,10,1589,341,1,62,69,50,65,27,
Z. Davitashvili LW RM LM,22,69,78,"Bordeaux
2023 ~ 2027",271688,"175cm / 5'9""",63kg / 139lbs,Right,71,CAM,9,€3.1M,€5K,€6.2M,273,64,61,33,69,46,330,74,73,51,59,73,367,80,74,75,65,73,299,59,60,66,62,52,249,36,19,67,68,59,73,79,21,27,31,58,10,9,14,13,12,1655,357,1,77,58,66,73,25,
P. Mboup LM CF RM,19,65,76,"RWDM
2023 ~ 2026",271689,"175cm / 5'9""",65kg / 143lbs,Right,66,CAM,11,€1.5M,€3K,€2.5M,260,58,61,32,61,48,275,69,54,35,49,68,384,81,82,78,62,81,292,72,57,48,55,60,219,32,18,55,58,56,60,82,21,38,23,59,13,11,13,11,11,1571,345,1,82,62,56,69,27,
T. Maswanhise LW,20,63,76,"Leicester City
2021 ~ 2024",271693,"175cm / 5'9""",69kg / 152lbs,Right,64,RM,13,€1.2M,€7K,€2.9M,288,57,63,52,55,61,296,63,63,59,51,60,368,84,84,73,57,70,285,64,58,60,43,60,248,40,23,60,60,65,60,85,34,21,30,45,13,7,5,12,8,1615,341,1,84,62,56,63,29,
Kike Salas CB LB,21,69+2,81+2,"Sevilla
2021 ~ 2026",271755,"186cm / 6'1""",80kg / 176lbs,Left,71,CB,12,€3.2M,€8K,€7.4M,196,23,24+4,59,64+6,26,201,41+7,23,29,45+4,63+4,288,55,69,45,69,50,265,30,70,67+2,76,22,255,68+4,70+1,33+5,46+10,38,58+8,210,71+3,71+4,68+3,45,14,5,9,11,6,1460,327,1,63,26,46,51,69,
M. Akinmboni CB,16,53,75,"DC United
2022 ~ 2025",271756,"190cm / 6'3""",77kg / 170lbs,Left,55,CB,22,€275K,€500,€674K,169,27,21,50,44,27,168,27,25,29,42,45,254,57,51,50,46,50,233,35,57,56,62,23,187,48,53,26,30,30,38,162,51,57,54,53,8,14,9,10,12,1226,262,1,54,25,36,37,53,
J. Vetro ST,19,61,75,"Bordeaux
2024 ~ 2025",271759,"178cm / 5'10""",70kg / 154lbs,Left,63,ST,14,€775K,€1K,€1.9M,271,44,62,53,58,54,285,68,66,44,44,63,351,74,72,75,59,71,294,63,60,67,52,52,211,28,19,56,54,54,63,51,18,19,14,65,13,14,13,10,15,1528,324,1,73,59,52,67,22,
J. Miley CM CDM,19,56,73,"Newcastle United
2022 ~ 2025",271822,"175cm / 5'9""",60kg / 132lbs,Right,58,CM,17,€375K,€7K,€947K,243,50+4,36,52,62,43,285,60,49+4,56+7,60,60,299,56,57,57,55,74,244,55,51,45,53,40,266,60,54,39,56,57,50,163,52,57,54,48,9,8,12,9,10,1548,322,1,57,42,57,60,54,
A. Hainaut RB RM,21,56+2,66+2,"Parma
2022 ~ 2028",271856,"176cm / 5'9""",70kg / 154lbs,Right,59,CM,10,€300K,€600,€540K,229,48+6,38,46,65+2,32,270,63+6,50+8,34,59+3,64+7,293,54,65+2,56,51,67,242,47,45+8,53,50+8,47,252,62,51,38,55+3,46,50,159,52+6,56+10,51+10,37,6,5,9,9,8,1482,325,1,60,42,56,62,52,
L. Chambers LB CB LWB,19,62,78,"Wigan Athletic
Jun 30, 2024 On loan",271976,"185cm / 6'1""",74kg / 163lbs,Left,62,LB,16,€1M,€7K,€0,233,56,36,50,59,32,260,63,44,43,50,60,306,69,64,53,61,59,240,32,59,56,57,36,262,57,62,40,55,48,48,183,59,63,61,41,5,10,12,6,8,1525,334,1,66,36,55,60,60,
K. Keben RB,19,68,81,"Toulouse
2022 ~ 2025",271983,"190cm / 6'3""",86kg / 190lbs,Right,71,CB,13,€2.7M,€5K,€7.1M,257,55,29,71,66,36,234,55,38,36,42,63,280,67,66,40,64,43,290,43,82,63,77,25,227,59,66,28,31,43,58,207,69,71,67,50,8,15,9,6,12,1545,343,1,66,32,50,56,69,
L. Ambros CAM CM RM,19,61,77,"Freiburg II
Jun 30, 2024 On loan",271984,"182cm / 6'0""",71kg / 157lbs,Left,63,CAM,16,€850K,€4K,€0,253,52,49,42,60,50,302,65,58,55,56,68,331,69,67,71,59,65,227,56,41,45,43,42,250,46,28,54,63,59,61,123,43,38,42,53,13,14,14,5,7,1539,324,1,68,50,58,66,38,
C. Keita CB,20,70,80,"Bastia
Jun 30, 2024 On loan",272407,"185cm / 6'1""",80kg / 176lbs,Right,72,CB,10,€3.3M,€9K,€0,212,33,25,72,59,23,209,49,31,26,47,56,251,49,49,40,70,43,280,47,73,62,74,24,241,73,71,29,28,40,69,211,69,73,69,40,5,6,10,6,13,1444,316,1,49,30,43,52,71,
A. Mendy RB CB,19,68,79,"Nice
2022 ~ 2025",272515,"187cm / 6'2""",75kg / 165lbs,Right,68,RB,11,€2.5M,€7K,€5.3M,255,62,32,61,64,36,265,61,51,39,50,64,328,69,68,64,60,67,298,52,69,69,64,44,276,70,65,58,38,45,63,202,62,70,70,57,15,8,9,11,14,1681,359,1,68,41,54,63,66,
B. Wales ST,18,61,82,"Kilmarnock
2021 ~ 2024",272736,"185cm / 6'1""",64kg / 141lbs,Right,63,ST,21,€1M,€650,€2.8M,247,32,60,63,58,34,233,53,48,32,39,61,344,75,79,62,61,67,305,61,74,52,65,53,241,44,24,60,50,63,59,44,18,11,15,52,14,8,7,13,10,1466,319,1,77,58,47,58,21,
F. Bohnert RWB RM CB,25,62,65,"Bastia
2023 ~ 2027",272808,"183cm / 6'0""",76kg / 168lbs,Right,63,RB,3,€475K,€1K,€867K,249,57,38,55,58,41,258,57,44,48,49,60,348,79,75,74,55,65,279,37,72,66,63,41,264,59,57,43,51,54,45,175,53,62,60,49,10,11,6,12,10,1622,350,1,77,40,54,59,57,
23 M. Scott CM CAM,19,50,54,"UCD
2020 ~ 2023",267820,"175cm / 5'9""",67kg / 148lbs,Right,52,CAM,4,€60K,€500,€98K,227,43,41,44,55,44,230,44,41,45,55,45,293,61,61,57,48,66,260,46,56,63,51,44,235,49,40,50,51,45,51,132,40,45,47,47,9,7,12,13,6,1424,299,1,61,43,51,47,43,
T. O'Reilly CM CAM RM,19,61,76,"Aston Villa
2020 ~ 2025",267849,"170cm / 5'7""",63kg / 139lbs,Left,66,CAM,15,€775K,€6K,€2M,281,49,55,56,70,51,305,64,60,53,57,71,325,69,47,78,54,77,261,62,52,51,44,52,276,45,47,55,68,61,69,160,44,54,62,63,14,9,15,12,13,1671,340,1,57,56,62,68,51,
B. Zimmermann ST CAM RM,21,67,75,"Wolfsberger AC
Jun 30, 2024 On loan",267864,"179cm / 5'10""",77kg / 170lbs,Right,69,ST,8,€2.3M,€6K,€0,304,56,70,63,60,55,286,65,62,44,48,67,355,73,71,78,57,76,364,69,78,77,75,65,286,75,22,67,58,64,59,84,31,26,27,58,12,9,11,14,12,1737,370,1,72,68,56,67,31,
M. Luciano LB LWB,19,66-1,75-1,"Godoy Cruz
Dec 31, 2024 On loan",267900,"177cm / 5'10""",70kg / 154lbs,Left,66,LB,9,€1.8M,€2K,€0,216,61,22,45,57,31,252,63+3,51,30,48,60+3,374,83,81,77+2,60-2,73,269,48,59,77,49,36,266,67-2,55-2,55,48,41,49,190,62-2,63-2,65-2,47,12,11,11,6,7,1614,351,1,82,33,53,63,60,
22 P. Doesburg ST RW,20,59,69,"Sparta Rotterdam
2020 ~ 2022",267978,"176cm / 5'9""",74kg / 163lbs,Right,61,ST,10,€500K,€1K,€825K,266,46,60,57,54,49,248,63,42,41,41,61,331,74,73,59,58,67,278,57,58,55,50,58,216,31,17,58,52,58,57,54,18,17,19,42,13,6,8,8,7,1435,312,1,73,58,49,62,22,
C. Ravych CB LB,20,67,76,"Cercle Brugge
2021 ~ 2025",268067,"192cm / 6'4""",75kg / 165lbs,Right,69,CB,9,€2.1M,€3K,€3.6M,213,34,16,68,58,37,230,52,28,31,57,62,276,45,53,53,67,58,249,45,67+2,31,71+1,35,235,69,70,23,41,32,48,199,63,70,66,38,11,10,5,7,5,1440,307,1,49,28,47,56,67,
23 Gabriel Pereira RM RW,20,70,82,"New York City
2022 ~ 2026",268297,"170cm / 5'7""",67kg / 148lbs,Left,71,CAM,12,€3.8M,€4K,€6.5M,297,63,57,51,68,58,332,73,69,60,59,71,366,79,78,79,66,64,328,66,66,74,53,69,260,32,31,70,69,58,69,99,35,34,30,42,8,7,6,13,8,1724,368,1,78,62,66,72,35,
A. Ojeda RW LW,19,69,80,"New York City
2024 ~ 2028",268330,"171cm / 5'7""",62kg / 137lbs,Right,71,RM,11,€3M,€3K,€5M,275,62,54,43,65,51,315,75,56,51,62,71,411,92,85,86,62,86,269,61,55,55,42,56,267,51,35,68,65,48,65,127,38,46,43,48,12,6,11,12,7,1712,370,1,88,56,63,74,41,
D. Gjengaar RM RW RWB,19,61,78,"New York RB
2024 ~ 2027",268402,"177cm / 5'10""",75kg / 165lbs,Right,62,RM,17,€850K,€850,€1.8M,249,55,56,44,54,40,244,58,56,30,40,60,381,85,83,80,53,80,285,48,64,69,60,44,252,55,52,56,52,37,52,154,50,53,51,55,13,8,11,14,9,1620,358,1,84,50,51,61,51,
O. Forson RM CAM,18,61,78,"Manchester United
2021 ~ 2024",268437,"179cm / 5'10""",67kg / 148lbs,Left,63,CAM,17,€825K,€5K,€2.1M,253,51,58,35,57,52,291,64,68,47,50,62,343,75,70,78,55,65,289,72,50,57,52,58,244,40,31,61,60,52,63,87,29,34,24,41,7,6,9,11,8,1548,333,1,72,60,55,64,31,
R. Bennett CB,19,61,78,"Stockport County
Jun 30, 2024 On loan",268445,"187cm / 6'2""",74kg / 163lbs,Right,63,CB,17,€800K,€7K,€0,224,35,31,63,57,38,224,50,42,27,53,52,285,58,59,58,58,52,287,52,68,58,70,39,233,64,59,26,48,36,62,177,58,60,59,35,5,10,9,6,5,1465,322,1,59,37,48,53,59,
S. Toloza CAM CM,20,70,81,"Independiente
2023 ~ 2026",268581,"171cm / 5'7""",69kg / 152lbs,Right,72,CAM,11,€3.5M,€6K,€6M,272,58,67,26,70,51,351,71,72,68,69,71,319,65,66,72,68,48,296,74,42,56,46,78,299,53,51,66,70,59,62,152,53,50,49,48,14,5,7,9,13,1737,370,1,66,69,67,69,49,
F. Marschall GK,20,57,68,"Milton Keynes Dons
Jun 30, 2024 On loan",268583,"195cm / 6'5""",87kg / 192lbs,Right,57,GK,11,€300K,€5K,€0,65,10,6,14,26,9,78,8,12,11,29,18,133,17,24,25,46,21,178,45,48,17,59,9,98,22,12,4,42,18,38,34,10,11,13,287,58,55,60,55,59,873,307,1,58,55,60,59,20,
Ó. Zambrano CDM CM,19,70,83,"LDU Quito
2022 ~ 2024",268599,"175cm / 5'9""",68kg / 150lbs,Right,72,CM,13,€3.6M,€500,€10.2M,269,47,58,56,73,35,328,71,55,58,75,69,336,66,68,65,67,70,326,61,67,68,68,62,321,64,68,60,73,56,70,201,67,69,65,52,5,13,15,9,10,1833,395,1,67,58,66,70,67,
J. Ordoñez CB,19,68,80-2,"Club Brugge
2022 ~ 2027",268611,"185cm / 6'1""",70kg / 154lbs,Right,70,CB,12,€2.7M,€4K,€4.6M,222,40,23,66,66,27,211,46,22,28,55,60,312,64,70,57,59,62,271,35,76,64,78,18,262,68,68,40,47,39,56,200,69,67,64,57,13,15,5,12,12,1535,336,1,67,26,51,53,67,
L. Brey GK,20,64,78,"Boca Juniors
2022 ~ 2027",268619,"191cm / 6'3""",89kg / 196lbs,Right,64,GK,14,€1.2M,€2K,€2.6M,61,13,8,14,17,9,62,7,12,13,15,15,175,29,30,29,63,24,190,38,57,21,66,8,94,20,12,7,38,17,29,36,10,14,12,304,64,60,50,65,65,922,333,1,64,60,50,65,29,
G. Hernández CB,25,75,80,"San Lorenzo
2022 ~ 2024",268621,"185cm / 6'1""",76kg / 168lbs,Right,77,CB,5,€7.5M,€13K,€11.8M,247,26,39,69,75,38,249,50,30,33,68,68,330,69,68,59,75,59,284,43,74,71,70,26,268,76,78,32,36,46,60,229,77,77,75,56,10,9,13,14,10,1663,364,1,68,37,52,59,76,
R. Welch CB,19,58,71,"Everton
2021 ~ 2026",268632,"197cm / 6'6""",88kg / 194lbs,Right,60,CB,13,€450K,€3K,€1.1M,164,20,17,60,44,23,142,22,24,21,30,45,234,42,70,37,44,41,252,39,65,52,74,22,198,60,52,25,25,36,46,174,56,61,57,48,10,6,10,7,15,1212,268,1,57,24,31,34,57,
B. Amione CB,21,70,79,"Hellas Verona
2020 ~ 2025",268679,"187cm / 6'2""",78kg / 172lbs,Left,72,CB,9,€3.3M,€10K,€6.6M,242,53,31,73,60,25,255,44,61,36,55,59,270,61,66,34,63,46,322,56,84,69,86,27,246,74,62,33,35,42,57,208,65,72,71,45,10,5,11,12,7,1588,348,1,64,36,52,49,68,
M. Folorunsho CM CAM ST,25,75,78,"Hellas Verona
Jun 30, 2024 On loan",268683,"185cm / 6'1""",78kg / 172lbs,Right,77,CM,3,€7.5M,€41K,€0,348,63,67,68,76,74,358,73,66,70,73,76,351,73,76,72,74,56,402,84,80,85,77,76,366,78,69,76,73,70,69,206,67,72,67,56,14,12,10,12,8,2087,441,1,75,73,72,73,69,
J. Hopkins CAM CM,19,56,74,"DC United
2022 ~ 2025",268685,"188cm / 6'2""",74kg / 163lbs,Right,59,RM,18,€375K,€800,€778K,225,50,32,42,65,36,243,57,37,34,53,62,302,67,64,57,58,56,259,48,53,64,60,34,246,52,42,58,53,41,54,108,36,36,36,39,7,5,8,7,12,1422,313,1,65,38,55,58,38,
B. Aguilera CAM CM,20,65,78,"Bristol Rovers
Jun 30, 2024 On loan",268719,"168cm / 5'6""",65kg / 143lbs,Left,67,CAM,13,€1.7M,€11K,€0,252,45,57,36,71,43,285,63,45,42,70,65,336,58,65,60,66,87,248,47,47,38,55,61,279,48,57,56,70,48,59,136,38,50,48,45,5,10,8,9,13,1581,339,1,62,55,63,64,46,
A. Salah-Eddine LB CM,21,67,76,"FC Twente
2024 ~ 2027",268728,"181cm / 5'11""",66kg / 146lbs,Left,68,LM,9,€2.2M,€3K,€3.7M,238,58,27,53,72,28,300,70,55,39,67,69,349,75,79,67,62,66,281,45,68,67,65,36,291,64,60,64,66,37,65,190,62,65,63,63,14,8,15,14,12,1712,373,1,77,35,65,69,62,
I. Mohammad RB RM,33,68,68,"Qatar
Free",268774,"172cm / 5'8""",64kg / 141lbs,Right,68,RB,0,€0,€0,€0,303,68,64,53,65,53,293,66,64,38,59,66,388,82,84,77,65,80,307,62,64,73,50,58,310,75,57,65,65,48,63,182,55,63,64,43,9,13,10,6,5,1826,395,1,83,61,63,68,59,
M. Waad CDM CB,23,66,73,"Qatar
Free",268775,"183cm / 6'0""",68kg / 150lbs,Left,67,CDM,7,€0,€0,€0,271,53,43,60,64,51,296,59,55,53,65,64,306,70,66,55,64,51,360,74,76,69,76,65,294,65,64,53,56,56,51,192,65,65,62,50,9,14,8,12,7,1769,378,1,68,55,59,60,64,
S. Al Hajri CDM CB,27,62,63,"Qatar
Free",268785,"183cm / 6'0""",74kg / 163lbs,Right,64,CB,1,€0,€0,€0,235,45,35,58,62,35,248,50,49,35,57,57,299,61,55,59,58,66,276,43,69,55,71,38,256,68,62,34,52,40,58,189,60,65,64,59,12,12,12,9,14,1562,332,1,58,37,54,55,62,
A. Florenzi CM LM RM,21,65,75,"Cosenza
2021 ~ 2026",268791,"168cm / 5'6""",70kg / 154lbs,Right,68,RM,10,€1.6M,€800,€2.8M,271,52,49,49,72,49,302,66,52,46,68,70,350,77,82,76,56,59,315,57,66,76,62,54,286,59,57,58,63,49,54,150,42,55,53,59,14,14,9,8,14,1733,378,1,80,52,63,67,51,
D. Jean Jacques CDM CM,23,70,81,"Metz
2022 ~ 2027",268805,"182cm / 6'0""",72kg / 159lbs,Left,71,CDM,11,€3.3M,€9K,€7.3M,277,56,41,64,72,44,311,66,62,45,69,69,338,68,69,68,65,68,343,67,74,70,73,59,299,73,65,64,62,35,69,204,66,71,67,46,11,12,7,9,7,1818,391,1,69,51,65,67,67,
M. Ben Romdhane CAM CDM,23,71,77,"Ferencváros
2023 ~ 2028",268822,"186cm / 6'1""",78kg / 172lbs,Right,73,CAM,6,€3M,€650,€7.2M,306,58,68,50,74,56,364,70,76,76,71,71,337,72,68,69,72,56,366,71,71,68,74,82,339,59,68,67,70,75,68,184,63,64,57,55,11,12,7,13,12,1951,412,1,70,71,70,70,62,
P. Peda CB RB,21,62,74,"Poland
Free",268860,"192cm / 6'4""",83kg / 183lbs,Right,64,CB,12,€0,€0,€0,233,42,36,59,58,38,214,42,42,39,46,45,280,63,64,49,62,42,314,62,74,62,80,36,242,53,64,37,44,44,43,183,62,63,58,45,13,6,9,6,11,1511,331,1,64,42,48,45,62,
Y. Jabrane CDM,32,72,72,"Morocco
Free",268864,"183cm / 6'0""",80kg / 176lbs,Right,72,CDM,0,€0,€0,€0,286,60,56,60,70,40,312,66,55,50,69,72,324,59,63,58,73,71,340,60,72,78,78,52,335,69,70,60,66,70,68,205,68,69,68,58,6,15,11,14,12,1860,394,1,61,56,65,68,68,
R. Mundle LM RM,20,64,75,"Sunderland
2024 ~ 2028",268903,"177cm / 5'10""",61kg / 134lbs,Right,65,CAM,11,€1.3M,€6K,€2.7M,262,57,57,42,60,46,305,72,62,51,50,70,365,83,74,78,54,76,278,61,58,54,53,52,249,50,31,56,58,54,59,113,39,44,30,42,8,10,10,7,7,1614,353,1,78,56,57,71,38,
M. Krattenmacher ST CM LM,17,61,78,"Unterhaching
2022 ~ 2025",268916,"180cm / 5'11""",75kg / 165lbs,Right,64,CAM,17,€825K,€500,€1.7M,261,36,66,38,61,60,269,63,59,40,44,63,376,80,70,84,59,83,301,62,57,64,55,63,239,39,31,59,55,55,52,96,35,29,32,53,12,12,10,8,11,1595,340,1,75,63,51,65,32,
U. Tohumcu CAM CM,18,68,84,"TSG Hoffenheim
2022 ~ 2028",269084,"175cm / 5'9""",71kg / 157lbs,Right,70,CAM,16,€3.1M,€5K,€7.2M,280,55,63,39,72,51,329,69,62,59,68,71,352,67,65,77,64,79,259,62,42,53,42,60,265,54,29,58,69,55,65,137,38,50,49,42,12,7,7,6,10,1664,351,1,66,61,66,70,41,
O. Moxon CM,25,67,70,"Portsmouth
2024 ~ 2027",269156,"186cm / 6'1""",76kg / 168lbs,Right,70,RWB,3,€1.3M,€5K,€2.4M,285,64,57,56,66,42,323,65,66,61,66,65,335,67,68,69,65,66,357,62,70,91,71,63,319,77,65,60,66,51,63,191,59,67,65,62,8,12,14,14,14,1872,396,1,68,58,65,65,63,
W. Amey CB,17,61,82,"Bologna
2021 ~ 2025",269183,"187cm / 6'2""",75kg / 165lbs,Right,63,CB,21,€975K,€500,€2.6M,249,52,32,65,62,38,221,41,44,33,54,49,274,52,64,47,53,58,290,63,69,60,71,27,246,62,55,41,41,47,55,182,56,66,60,52,7,14,7,12,12,1514,322,1,59,39,52,46,60,
E. Sarıkaya CB,17,61,78,"Grenoble Foot 38
2024 ~ 2027",269187,"185cm / 6'1""",74kg / 163lbs,Left,63,CB,17,€775K,€500,€1.8M,209,44,28,58,52,27,244,52,56,32,48,56,304,65,78,53,53,55,297,38,74,74,78,33,232,64,52,34,37,45,57,177,54,65,58,53,10,11,10,8,14,1516,336,1,72,32,46,54,58,
S. Kapuadi CB,25,64,68,"Legia Warszawa
2023 ~ 2026",269507,"196cm / 6'5""",88kg / 194lbs,Left,66,CB,4,€725K,€2K,€1M,179,23,24,57,55,20,154,21,23,25,31,54,249,63,55,41,55,35,279,33,76,68,85,17,212,59,62,25,31,35,54,192,64,65,63,58,10,13,12,13,10,1323,296,1,59,25,37,37,63,
D. Douděra RM RB,25,74,76,"Slavia Praha
2022 ~ 2028",269509,"175cm / 5'9""",66kg / 146lbs,Right,75,RM,2,€5.5M,€1K,€12.5M,331,75,68,58,68,62,307,71,52,48,64,72,405,88,89,84,70,74,345,68,73,85,56,63,312,71,66,73,57,45,56,198,62,67,69,58,15,15,8,11,9,1956,424,1,89,66,65,72,65,
B. Domínguez LM LW,19,69,80,"Gimnasia La Plata
2021 ~ 2025",269558,"172cm / 5'8""",68kg / 150lbs,Right,70,CAM,11,€3M,€5K,€5.1M,283,56,61,43,68,55,321,76,51,58,63,73,368,79,78,77,58,76,289,64,50,74,42,59,265,35,45,61,64,60,54,100,39,30,31,45,12,6,10,6,11,1671,361,1,78,61,63,73,37,
J. Mina RB,18,66,80,"New York RB
2023 ~ 2026",269617,"180cm / 5'11""",78kg / 172lbs,Right,66,RB,14,€1.9M,€700,€3.9M,255,64,41,57,58,35,240,55,44,37,50,54,355,75,79,72,63,66,290,38,70,83,63,36,237,52,60,46,35,44,48,183,64,61,58,46,14,8,9,8,7,1606,353,1,77,40,52,57,61,
23 I. Aalberg CB,17,52,75,"Kristiansund
2021 ~ 2024",269756,"191cm / 6'3""",81kg / 179lbs,Left,54,CB,23,€240K,€500,€540K,175,28,19,50,52,26,177,41,28,24,42,42,232,54,54,40,48,36,221,44,56,36,65,20,204,48,50,34,32,40,47,154,52,54,48,54,7,13,10,12,12,1217,267,1,54,26,39,42,52,
B. Pudel CB,22,62,71,"Borussia Dortmund II
2022 ~ 2024",269865,"188cm / 6'2""",83kg / 183lbs,Left,64,CB,9,€825K,€850,€1.4M,225,39,29,64,62,31,225,46,38,26,58,57,275,52,62,49,61,51,273,40,69,63,74,27,214,58,57,22,43,34,52,183,60,63,60,49,12,11,7,12,7,1444,319,1,58,31,50,51,61,
N. Miroshi LB CB CDM,20,67,77,"Shakhtar Donetsk
2022 ~ 2025",269899,"182cm / 6'0""",74kg / 163lbs,Left,67,LB,10,€2.1M,€500,€5M,268,63,39,61,67,38,300,63,49,62,62,64,350,72,75,71,62,70,338,65,76,74,72,51,295,77,63,60,62,33,55,186,61,65,60,50,11,9,10,7,13,1787,385,1,74,47,63,64,63,
E. Qenaj ST,20,59,69,"Heidenheim
2022 ~ 2024",269975,"198cm / 6'6""",95kg / 209lbs,Right,61,ST,10,€500K,€4K,€1M,271,33,62,68,51,57,231,52,53,34,33,59,246,55,38,47,51,55,321,61,72,57,75,56,253,51,31,60,50,61,58,85,29,31,25,46,6,13,13,7,7,1453,304,1,46,60,44,54,34,
M. Loune CM CAM,19,59,78,"Eintracht Frankfurt
2022 ~ 2025",269993,"172cm / 5'8""",70kg / 154lbs,Right,64,CAM,19,€575K,€3K,€1.3M,265,55,52,38,65,55,308,67,61,56,62,62,335,71,55,71,59,79,238,56,39,54,35,54,248,44,36,56,61,51,53,136,45,46,45,59,9,13,14,8,15,1589,327,1,62,54,61,65,43,
